,iM,p1k_00192,p1k_00081,p1k_00595,p1k_00883,p1k_00908,p1k_01004,p1k_00643,p1k_00306,starve_series__t11_starve,p1k_00803,p1k_01003,p1k_00987,p1k_00971,p1k_00996,p1k_00747,p1k_00177,p1k_00772,p1k_00519,p1k_00578,p1k_00722,p1k_00494,p1k_00110,p1k_00152,p1k_00115,p1k_00571,p1k_00381,p1k_00317,p1k_00893,p1k_00767,p1k_01002,p1k_00071,p1k_01051,p1k_00419,p1k_00302,p1k_00474,p1k_00440,p1k_00395,p1k_00735,p1k_00045,p1k_00061,p1k_00881,p1k_00020,p1k_00458,p1k_00555,p1k_00559,p1k_01011,p1k_00498,p1k_00940,p1k_01038,p1k_00856,p1k_00755,p1k_00139,p1k_00403,p1k_00454,p1k_00119,p1k_00876,p1k_00890,p1k_00745,p1k_00349,p1k_00429,p1k_00775,p1k_00717,p1k_00319,p1k_00279,p1k_01019,p1k_00264,p1k_00009,p1k_00685,p1k_00607,p1k_00144,p1k_00205,p1k_00200,p1k_00534,p1k_00912,p1k_00915,p1k_01042,p1k_00001,p1k_00344,p1k_00505,p1k_00757,p1k_00931,p1k_00168,p1k_00064,p1k_00784,p1k_00808,p1k_00092,p1k_00417,p1k_00328,p1k_00500,p1k_00093,p1k_00438,p1k_00430,p1k_00554,starve_series__t26_growth2,p1k_00964,p1k_00920,p1k_00378,p1k_00497,p1k_00649,p1k_00448,p1k_00553,p1k_00280,p1k_00525,p1k_00297,p1k_00801,p1k_00372,p1k_00608,p1k_00464,p1k_00422,p1k_00917,p1k_00664,p1k_00941,p1k_00851,p1k_00819,p1k_00301,p1k_00365,p1k_00515,p1k_00012,p1k_00487,p1k_00533,p1k_00097,p1k_00261,p1k_01031,p1k_00585,p1k_00951,p1k_00154,p1k_00336,p1k_00450,p1k_00796,p1k_00231,p1k_00294,p1k_00706,p1k_00647,p1k_00652,p1k_00178,p1k_00999,p1k_00432,p1k_00783,p1k_00616,p1k_00619,p1k_00172,p1k_00669,p1k_00447,p1k_00046,p1k_00513,p1k_00721,p1k_00039,p1k_00532,p1k_00284,p1k_00596,p1k_00222,p1k_00348,p1k_00032,p1k_00303,p1k_00653,p1k_00128,p1k_00549,p1k_00320,p1k_00241,p1k_00387,p1k_01045,p1k_00391,p1k_00612,p1k_00845,p1k_00702,p1k_00569,p1k_00114,p1k_00502,p1k_00913,p1k_00347,p1k_00131,p1k_00475,p1k_00173,p1k_00260,starve_series__t22_growth2,p1k_00204,p1k_00209,p1k_00530,p1k_00858,p1k_00785,p1k_00392,p1k_00826,p1k_01023,p1k_01032,p1k_00014,p1k_00346,p1k_00575,p1k_00244,p1k_00176,p1k_00063,p1k_00963,p1k_00135,p1k_00953,starve_series__t01_starve,p1k_00679,p1k_00170,p1k_00705,p1k_00066,p1k_00118,starve_series__t28_growth2,p1k_00903,p1k_00714,p1k_00467,p1k_00259,p1k_00824,p1k_00427,p1k_00676,p1k_00753,p1k_00766,p1k_00877,p1k_00879,p1k_00108,p1k_00562,starve_series__t12_starve,p1k_00305,p1k_00307,p1k_00582,p1k_00133,p1k_00076,p1k_00053,p1k_00098,p1k_00707,p1k_00337,p1k_00267,p1k_00418,p1k_00478,p1k_00453,p1k_00269,p1k_00507,p1k_00130,p1k_00857,p1k_00331,p1k_00044,p1k_00227,p1k_00844,p1k_00726,p1k_00639,p1k_00633,p1k_00895,p1k_00011,p1k_01020,p1k_00085,p1k_00865,p1k_00067,p1k_00825,p1k_00008,p1k_00626,p1k_00719,p1k_00657,p1k_00736,p1k_00059,p1k_00080,p1k_00379,p1k_00618,p1k_00929,p1k_00637,p1k_00355,p1k_00650,p1k_00451,p1k_00670,p1k_00830,p1k_00538,p1k_00312,p1k_00040,p1k_00829,p1k_00813,p1k_00058,p1k_00121,p1k_00724,p1k_00299,p1k_00374,p1k_00254,p1k_00274,p1k_00631,p1k_00089,p1k_00213,p1k_00944,p1k_00690,p1k_00995,p1k_00086,p1k_00035,p1k_00147,p1k_00037,p1k_00313,p1k_00734,p1k_00006,p1k_00138,p1k_00791,p1k_00551,p1k_00998,p1k_00524,p1k_00181,p1k_00543,p1k_00480,p1k_00659,p1k_00506,p1k_00163,p1k_00918,p1k_00613,p1k_00622,p1k_00101,p1k_00782,p1k_00323,p1k_00219,p1k_00591,p1k_00934,p1k_00405,p1k_00322,p1k_00654,p1k_00314,p1k_00694,p1k_00740,p1k_00186,p1k_00248,p1k_00871,p1k_00122,p1k_00112,p1k_00558,p1k_00781,p1k_00424,p1k_00651,p1k_00843,p1k_00542,p1k_00567,p1k_00818,p1k_00802,p1k_01008,p1k_00972,p1k_00434,p1k_00206,p1k_00886,p1k_00124,p1k_00354,p1k_00661,p1k_00188,p1k_00854,p1k_00888,p1k_00385,p1k_00111,p1k_00509,p1k_00635,p1k_00132,p1k_00809,p1k_00686,p1k_00126,p1k_01043,p1k_00217,p1k_00281,p1k_00005,p1k_00627,p1k_00838,p1k_00423,p1k_00393,p1k_00529,p1k_00773,p1k_00514,p1k_00691,p1k_00503,p1k_00048,p1k_00382,p1k_00526,p1k_00293,p1k_00025,p1k_00615,p1k_00220,p1k_00060,p1k_00473,p1k_00804,p1k_00737,p1k_00457,p1k_00250,p1k_00501,p1k_00396,p1k_00238,p1k_00051,p1k_00916,p1k_00368,p1k_00812,p1k_00356,p1k_00847,p1k_00229,p1k_00088,p1k_00493,p1k_00816,p1k_00134,p1k_00875,p1k_00482,p1k_00603,p1k_00601,p1k_00544,p1k_00262,p1k_00742,p1k_00340,p1k_00636,p1k_00026,p1k_00641,p1k_01040,p1k_01041,p1k_00960,p1k_00421,p1k_00373,starve_series__t07_starve,p1k_00924,p1k_01009,p1k_00102,p1k_01000,p1k_00828,p1k_00780,p1k_00416,p1k_00841,p1k_00894,p1k_00617,p1k_00266,p1k_00994,p1k_00426,p1k_00404,p1k_00516,p1k_00863,p1k_00179,p1k_00604,p1k_00666,p1k_00592,p1k_00161,p1k_00369,p1k_00527,p1k_00710,p1k_00930,p1k_00565,p1k_00586,p1k_00896,p1k_00765,starve_series__t04_starve,p1k_00095,p1k_00345,p1k_00148,p1k_00769,p1k_00827,p1k_00321,p1k_00362,p1k_00164,p1k_00671,p1k_00185,p1k_00184,p1k_00914,p1k_00104,p1k_00408,p1k_00945,p1k_00732,p1k_00550,p1k_00342,p1k_00436,p1k_01037,p1k_00811,p1k_00758,p1k_00084,p1k_00588,p1k_00850,p1k_00082,p1k_00073,p1k_00191,p1k_00663,p1k_00715,p1k_00175,p1k_00699,p1k_00849,p1k_00327,p1k_01017,p1k_00725,p1k_00021,p1k_00211,p1k_00655,p1k_00174,p1k_00146,p1k_00413,p1k_00794,p1k_00195,p1k_00030,p1k_00338,p1k_00137,p1k_00468,p1k_00950,p1k_00887,p1k_00980,p1k_00189,p1k_00364,p1k_00360,p1k_00713,p1k_01010,p1k_00738,p1k_00835,p1k_01052,p1k_00318,p1k_01030,starve_series__t17_starve,p1k_00028,p1k_00495,p1k_00937,p1k_00215,starve_series__t10_starve,p1k_00628,p1k_00656,p1k_00341,p1k_00600,p1k_00939,p1k_00614,starve_series__t23_growth2,p1k_00140,p1k_01049,p1k_00910,p1k_00485,starve_series__t05_starve,p1k_00441,p1k_00308,p1k_00162,p1k_00243,p1k_00247,p1k_00196,p1k_00420,p1k_00239,p1k_00560,p1k_00218,p1k_01027,p1k_00744,starve_series__t21_growth2,p1k_00275,p1k_00547,p1k_00770,p1k_00055,p1k_00590,p1k_00978,p1k_00343,p1k_00777,p1k_00572,p1k_00091,p1k_00810,p1k_00672,p1k_00145,p1k_00979,p1k_00517,p1k_00375,p1k_00272,p1k_00683,starve_series__t00_growth1,p1k_00943,p1k_01024,p1k_00289,p1k_00330,p1k_00599,p1k_00116,p1k_00605,p1k_00390,p1k_00855,p1k_00187,p1k_00697,p1k_00771,p1k_00183,p1k_00449,p1k_00759,p1k_00004,p1k_00401,p1k_00214,p1k_00763,p1k_00216,p1k_00911,p1k_00938,p1k_01055,p1k_00471,p1k_00907,p1k_00016,p1k_00428,p1k_00597,p1k_00704,p1k_00376,p1k_00870,p1k_00481,p1k_00853,p1k_00230,p1k_00882,p1k_01036,p1k_00249,p1k_00733,p1k_00928,p1k_00723,p1k_00884,p1k_00986,p1k_01028,p1k_00779,p1k_00099,p1k_00682,p1k_00711,p1k_00936,p1k_00459,p1k_00576,p1k_00224,p1k_00822,p1k_00681,p1k_00439,p1k_00557,p1k_00788,p1k_00031,p1k_00446,p1k_00976,p1k_00511,p1k_00257,p1k_00013,p1k_00210,p1k_00947,p1k_01046,p1k_00662,p1k_00840,p1k_00171,p1k_00268,p1k_00867,p1k_00644,p1k_00602,p1k_00837,p1k_00488,starve_series__t06_starve,p1k_00797,p1k_00316,p1k_00778,p1k_00531,p1k_00709,p1k_00564,p1k_00443,p1k_00872,p1k_00077,p1k_00905,p1k_00010,p1k_00019,p1k_00902,p1k_00638,p1k_00741,p1k_01047,p1k_00993,p1k_00017,p1k_00153,p1k_00389,p1k_00981,p1k_00579,p1k_00774,p1k_00237,p1k_00645,p1k_00712,p1k_00521,p1k_00015,p1k_00949,p1k_00225,p1k_00370,p1k_00484,p1k_00155,p1k_00673,p1k_00977,p1k_00367,p1k_00739,starve_series__t16_starve,p1k_00117,p1k_00540,p1k_00190,p1k_00398,p1k_00232,p1k_00242,p1k_01029,p1k_00760,p1k_00988,p1k_00351,p1k_00043,p1k_00897,p1k_00363,p1k_00834,p1k_00253,p1k_00442,p1k_00285,p1k_00065,p1k_00166,p1k_00489,p1k_00412,p1k_00632,p1k_00463,p1k_00932,p1k_00496,p1k_00563,p1k_00642,p1k_01015,p1k_01006,p1k_00194,p1k_00350,p1k_00029,p1k_00433,p1k_00541,p1k_00276,p1k_00377,p1k_00546,p1k_00728,p1k_00300,p1k_00831,p1k_00522,p1k_00518,p1k_01044,p1k_00952,p1k_00311,p1k_00383,p1k_00461,p1k_00036,p1k_00921,p1k_00927,p1k_00023,p1k_00394,p1k_00041,p1k_00609,p1k_00799,p1k_00729,starve_series__t18_starve,p1k_00287,p1k_00047,p1k_00968,p1k_00866,p1k_00598,p1k_00718,p1k_00984,p1k_00069,p1k_01021,p1k_00606,p1k_01033,p1k_00358,p1k_00283,p1k_00452,starve_series__t25_growth2,p1k_00748,p1k_00675,p1k_00158,p1k_00228,p1k_00692,p1k_00589,p1k_01007,p1k_00703,p1k_00537,p1k_00793,p1k_00568,p1k_00962,p1k_00182,p1k_00904,p1k_00049,p1k_00874,p1k_00815,p1k_00380,p1k_00548,p1k_00536,p1k_00309,p1k_00050,p1k_00386,p1k_00786,p1k_00698,p1k_00292,p1k_00957,p1k_00700,p1k_00577,p1k_00836,p1k_00165,p1k_00353,p1k_00539,p1k_00256,p1k_00925,p1k_00989,p1k_01039,p1k_00466,p1k_00078,p1k_00003,p1k_00611,p1k_00776,p1k_01026,p1k_00277,p1k_00789,p1k_00752,p1k_00727,p1k_00510,p1k_00491,p1k_00397,p1k_00899,p1k_00359,p1k_01012,p1k_00991,p1k_00545,p1k_00198,p1k_00083,p1k_00022,p1k_00143,p1k_00992,p1k_00583,p1k_00839,p1k_00499,p1k_00754,p1k_00594,p1k_00967,p1k_00629,p1k_01005,p1k_00746,p1k_00129,p1k_00901,p1k_00265,p1k_00833,p1k_00552,p1k_00620,p1k_00621,p1k_00862,p1k_00169,p1k_00701,p1k_00878,p1k_00832,p1k_00160,p1k_00120,p1k_00665,p1k_00197,p1k_01018,p1k_00437,p1k_00221,p1k_00997,p1k_00444,p1k_00969,p1k_00271,p1k_00212,starve_series__t03_starve,p1k_00985,p1k_00512,p1k_00800,p1k_00868,p1k_00623,p1k_00034,p1k_00926,p1k_00693,p1k_00768,p1k_00689,p1k_00764,p1k_00123,p1k_00407,p1k_00151,p1k_00315,p1k_00906,p1k_00072,p1k_01035,p1k_00113,p1k_00105,p1k_00469,p1k_00326,p1k_00090,p1k_00898,p1k_00455,p1k_00234,p1k_00136,p1k_00223,p1k_00273,p1k_00414,p1k_00062,p1k_00298,p1k_00848,p1k_00982,p1k_00352,p1k_00157,p1k_00756,p1k_00409,p1k_00288,p1k_00199,p1k_00445,p1k_00361,p1k_00415,p1k_00610,p1k_00820,p1k_00325,p1k_00479,p1k_00240,p1k_00731,p1k_00528,p1k_00574,p1k_00708,p1k_00958,p1k_00678,p1k_00630,p1k_00743,p1k_00150,p1k_00880,p1k_00235,p1k_00052,p1k_00948,p1k_00751,p1k_00007,p1k_00333,p1k_00074,p1k_00860,p1k_00149,p1k_00483,p1k_00202,starve_series__t27_growth2,p1k_00304,p1k_00658,p1k_01048,p1k_00695,p1k_00263,p1k_00462,p1k_00795,p1k_00817,p1k_01054,p1k_00435,p1k_01022,p1k_00814,p1k_00411,p1k_00410,p1k_00296,p1k_00842,p1k_00587,p1k_00476,p1k_00477,p1k_00431,p1k_00556,p1k_00038,p1k_00207,p1k_00861,p1k_00852,p1k_00561,p1k_00966,p1k_00660,p1k_00103,p1k_00282,p1k_00125,p1k_00750,p1k_00933,p1k_00954,p1k_00573,p1k_00677,p1k_00490,p1k_01053,p1k_00142,p1k_00805,p1k_00961,p1k_01013,p1k_00696,p1k_00684,p1k_00792,p1k_00892,starve_series__t09_starve,p1k_00290,p1k_00486,p1k_00970,p1k_00079,p1k_00869,p1k_00634,p1k_00688,p1k_00798,p1k_00027,p1k_00070,p1k_00400,p1k_01014,p1k_00425,p1k_00100,p1k_00208,p1k_00295,p1k_00935,p1k_00885,p1k_00366,p1k_00024,p1k_00749,p1k_00310,p1k_00492,p1k_00581,p1k_00406,p1k_00823,p1k_00033,p1k_00109,p1k_00339,p1k_00245,p1k_00504,p1k_00255,p1k_00258,p1k_00159,p1k_00251,p1k_00955,p1k_00399,p1k_01016,p1k_01050,p1k_00973,p1k_00646,p1k_00233,p1k_00332,p1k_00180,p1k_00252,p1k_00371,p1k_00593,p1k_00236,p1k_00640,starve_series__t02_starve,p1k_00335,p1k_00246,p1k_00278,p1k_00107,p1k_00357,p1k_00648,p1k_00472,p1k_00329,p1k_00057,p1k_00680,p1k_00889,p1k_00106,p1k_00923,p1k_00668,p1k_00965,p1k_00094,p1k_00018,p1k_00873,p1k_00790,p1k_00054,p1k_00919,p1k_00096,p1k_00193,p1k_00270,p1k_00806,p1k_00859,p1k_00465,p1k_00226,starve_series__t14_starve,p1k_00566,p1k_00141,p1k_00402,p1k_00203,p1k_00909,p1k_00846,p1k_00384,p1k_00922,p1k_00942,p1k_00580,p1k_00983,p1k_00167,p1k_00002,p1k_00523,p1k_00625,starve_series__t08_starve,p1k_00584,p1k_00900,p1k_00974,p1k_00730,p1k_00075,p1k_00056,p1k_00787,p1k_00508,p1k_00807,p1k_00667,p1k_00460,p1k_00891,p1k_00959,p1k_00535,p1k_00975,p1k_00716,p1k_01025,p1k_00990,p1k_00821,p1k_00624,p1k_00334,p1k_00201,p1k_00470,p1k_00087,p1k_01034,p1k_00127,p1k_00520,p1k_00570,p1k_00946,p1k_01001,p1k_00388,p1k_00324,p1k_00456,p1k_00687,p1k_00674,p1k_00042,p1k_00291,p1k_00286,p1k_00068,p1k_00956
